日期,时间,标题,标题(中文),摘要,摘要(中文),来源,标签,链接,点赞,分享,评论
2026-03-26,07:54:03,"Click to pause breaking news ticker","Click pause breaking news ticker","","",Al Jazeera,"美国",https://www.aljazeera.com/news,18,319,26
2026-03-26,07:54:03,"US-Israel war on Iran: What’s happening on day 27 of attacks?","美国-以色列 战争 伊朗: What’s happening day 27 of 袭击?","","",Al Jazeera,"以色列;伊朗;美国",https://www.aljazeera.com/news,782,52,89
2026-03-26,07:54:03,"In U-turn, UK police say Palestine Action protesters will be arrested again","U-turn, UK police say Palestine Action protesters will be arrested again","","",Al Jazeera,"其他",https://www.aljazeera.com/news,671,310,57
2026-03-26,07:54:03,"Senegal appeal to CAS against handing over of AFCON title to Morocco","Senegal appeal CAS 反对 handing over of AFCON title Morocco","","",Al Jazeera,"其他",https://www.aljazeera.com/news,786,374,88
2026-03-26,07:54:03,"NBA: Las Vegas, Seattle take a big step towards getting expansion teams","NBA: Las Vegas, Seattle take big step towards getting expansion teams","","",Al Jazeera,"其他",https://www.aljazeera.com/news,190,308,123
2026-03-26,07:54:03,"Oil prices rise higher as Iran denies US talks, dimming deescalation hopes","Oil prices rise higher 作为 伊朗 denies 美国 talks, dimming deescalation hopes","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,234,273,116
2026-03-26,07:54:03,"US lawmakers push for pause in data centres until AI safeguards in place","美国 lawmakers push pause data centres until AI safeguards place","","",Al Jazeera,"美国",https://www.aljazeera.com/news,407,330,114
2026-03-26,08:54:08,"Ukraine says Russian forces advance on eastern front","乌克兰称俄罗斯军队在东部前线推进","Ukrainian military officials reported continued Russian advances in the eastern Donbas region, with heavy fighting around Avdiivka and Bakhmut. The situation remains tense as both sides continue to deploy troops.","乌克兰 军事官员报道 俄罗斯持续推进 东部顿巴斯地区, 激战 阿夫季夫卡 和 巴赫穆特. 局势仍然紧张 作为 双方继续部署军队.",Reuters,"乌克兰;俄罗斯;美国",https://www.reuters.com/world/europe/ukraine-says-russian-forces-advance-eastern-front-2026-03-16/,871,12,18
2026-03-26,08:54:08,"Israel conducts airstrikes in Gaza after rocket fire","以色列在加沙发动空袭 火箭弹袭击后","The Israeli military carried out airstrikes in Gaza overnight following rocket attacks from Palestinian militants. The exchange marks another escalation in the long-standing conflict.","以色列 军事 执行 空袭 加沙 连夜 在...之后 火箭弹 袭击 巴勒斯坦武装分子. 这次交火标志着又一次升级 长期冲突.",BBC,"以色列;哈马斯",https://www.bbc.com/news/middle-east/israel-gaza-strikes-2026-03-16/,379,88,143
2026-03-26,08:54:08,"US warns Iran over nuclear program escalation","美国就核计划警告伊朗 escalation","The United States has warned Iran against further escalation of its nuclear program, saying all options remain on the table. International negotiations have reached a critical point.","美国 warned 伊朗 反对 进一步 escalation 核武器 program, 表示 所有选项都在考虑范围内. 国际谈判已达成 关键点.",CNN,"伊朗;美国",https://www.cnn.com/world/iran-us-nuclear-2026-03-16/,396,197,60
2026-03-26,08:54:08,"NATO allies discuss increased support for Ukraine","北约盟国讨论增加支持 乌克兰","NATO defense ministers met to discuss increasing military support for Ukraine amid ongoing conflict with Russia. Several new aid packages were announced.","北约 国防部长开会 讨论增加军事支持 乌克兰 在持续冲突中 俄罗斯. 宣布了新的援助计划.",Al Jazeera,"乌克兰;俄罗斯;美国;欧洲",https://www.aljazeera.com/news/nato-ukraine-support-2026-03-16/,172,132,38
2026-03-26,08:54:08,"Russian military announces new offensive in Donbas","俄罗斯军方宣布新攻势 顿巴斯","Russian military officials announced a new offensive operation in the Donbas region. Ukrainian forces are preparing defensive positions.","俄罗斯 军事 官员 宣布 新 攻势 行动 顿巴斯 地区. 乌克兰军队正在准备 防御阵地.",Reuters,"俄罗斯;美国",https://www.reuters.com/world/europe/russia-donbas-offensive-2026-03-16/,333,166,33
2026-03-26,17:24:26,"Trump: Iran 'begging for a deal'; Tehran calls US plan 'one-sided, unfair'","Trump: 伊朗 'begging deal'; 德黑兰 calls 美国 plan 'one-sided, unfair'","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,593,48,137
2026-03-26,17:24:26,"North Korea’s Kim meets Lukashenko, slams ‘pressure ​on Belarus from West’","North Korea’s Kim meets Lukashenko, slams ‘pressure ​ Belarus West’","","",Al Jazeera,"美国",https://www.aljazeera.com/news,364,0,123
2026-03-26,17:24:26,"Jury finds Meta, YouTube liable for social media addiction: What we know","Jury finds Meta, YouTube liable social media addiction: What we know","","",Al Jazeera,"其他",https://www.aljazeera.com/news,558,124,135
2026-03-26,17:24:26,"Venezuela’s Maduro set to again appear in US court: How strong is the case?","Venezuela’s Maduro set again appear 美国 court: How strong case?","","",Al Jazeera,"美国",https://www.aljazeera.com/news,68,297,99
2026-03-26,17:24:26,"Iran to Lebanon: Four million people displaced by US-Israeli war","伊朗 Lebanon: Four million people displaced 美国-以色列 战争","","",Al Jazeera,"以色列;伊朗;美国",https://www.aljazeera.com/news,774,62,100
2026-03-26,17:24:26,"Germany warns of world economic ‘catastrophe’; OECD cuts UK growth forecast","Germany warns of world economic ‘catastrophe’; OECD cuts UK growth forecast","","",Al Jazeera,"其他",https://www.aljazeera.com/news,277,343,49
