日期,时间,标题,标题(中文),摘要,摘要(中文),来源,标签,链接,点赞,分享,评论
2026-03-23,13:40:23,"Has Iran brought down an ‘unkillable’ US F-35 jet?","伊朗 brought down ‘unkillable’ 美国 F-35 jet?","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,700,125,38
2026-03-23,13:40:23,"Trump postpones military strikes on Iranian power plants for five days","Trump postpones 军事 strikes 伊朗 power plants five days","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,138,171,33
2026-03-23,13:40:23,"Iraq pulled into Iran war as US targets Iran-aligned groups","Iraq pulled into 伊朗 战争 作为 美国 targets 伊朗-aligned groups","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,671,46,103
2026-03-23,13:40:23,"Threats over Iran war bare Trump efforts to transform free speech: Analysts","Threats over 伊朗 战争 bare Trump efforts transform free speech: Analysts","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,482,103,62
2026-03-23,14:40:19,"Trump says if the five-day postponement of strikes goes well "we're going to end up settling this - otherwise, we'll just keep bombing our little hearts out".","Trump 表示 if five-day postponement of strikes goes well "we're going end up settling this - otherwise, we'll just keep bombing our little hearts out".","","",BBC,"美国",https://www.bbc.com/news/world,150,322,187
2026-03-23,14:40:19,"'It was like the plane got cut in half,' eyewitness to deadly New York airport collision tells BBC","'It like plane got cut half,' eyewitness deadly 新 York airport collision tells BBC","","",BBC,"其他",https://www.bbc.com/news/world,481,56,124
2026-03-23,14:40:19,"OnlyFans owner Leonid Radvinsky dies at 43","OnlyFans owner Leonid Radvinsky dies 43","","",BBC,"其他",https://www.bbc.com/news/world,899,110,164
2026-03-23,14:40:19,"Leo Radvinsky became a billionaire after investing in the site, known for its pornographic content.","Leo Radvinsky became billionaire after investing site, known its pornographic content.","","",BBC,"其他",https://www.bbc.com/news/world,659,165,159
2026-03-23,14:40:19,"Kenyan ex-foreign minister resurfaces after abduction fears","Kenyan ex-foreign 部长 resurfaces after abduction fears","","",BBC,"其他",https://www.bbc.com/news/world,484,230,129
2026-03-23,14:40:19,"The reported disappearance of Raphael Tuju had led to claims he may have been abducted.","报道 disappearance of Raphael Tuju led claims he may been abducted.","","",BBC,"其他",https://www.bbc.com/news/world,144,414,171
2026-03-23,14:40:19,"HK police can now demand phone passwords under new national security rules","HK police can now demand phone passwords under 新 national 安全 rules","","",BBC,"其他",https://www.bbc.com/news/world,397,229,39
2026-03-23,14:40:33,"The Take: How the Iran war is about to hit your wallet","Take: How 伊朗 战争 about hit your wallet","","",Al Jazeera,"伊朗",https://www.aljazeera.com/news,316,168,35
2026-03-23,14:40:33,"Trump says Iran, US seeking ‘deal’ after he pauses strikes on power plants","Trump 表示 伊朗, 美国 seeking ‘deal’ after he pauses strikes power plants","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,546,116,135
2026-03-23,14:40:33,"Threats over Iran war bare Trump","Threats over 伊朗 战争 bare Trump","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,98,331,79
2026-03-23,15:42:38,"Ukraine says Russian forces advance on eastern front","乌克兰称俄罗斯军队在东部前线推进","Ukrainian military officials reported continued Russian advances in the eastern Donbas region, with heavy fighting around Avdiivka and Bakhmut. The situation remains tense as both sides continue to deploy troops.","乌克兰 军事官员报道 俄罗斯持续推进 东部顿巴斯地区, 激战 阿夫季夫卡 和 巴赫穆特. 局势仍然紧张 作为 双方继续部署军队.",Reuters,"乌克兰;俄罗斯;美国",https://www.reuters.com/world/europe/ukraine-says-russian-forces-advance-eastern-front-2026-03-16/,480,430,72
2026-03-23,15:42:38,"Israel conducts airstrikes in Gaza after rocket fire","以色列在加沙发动空袭 火箭弹袭击后","The Israeli military carried out airstrikes in Gaza overnight following rocket attacks from Palestinian militants. The exchange marks another escalation in the long-standing conflict.","以色列 军事 执行 空袭 加沙 连夜 在...之后 火箭弹 袭击 巴勒斯坦武装分子. 这次交火标志着又一次升级 长期冲突.",BBC,"以色列;哈马斯",https://www.bbc.com/news/middle-east/israel-gaza-strikes-2026-03-16/,301,296,117
2026-03-23,15:42:38,"US warns Iran over nuclear program escalation","美国就核计划警告伊朗 escalation","The United States has warned Iran against further escalation of its nuclear program, saying all options remain on the table. International negotiations have reached a critical point.","美国 warned 伊朗 反对 进一步 escalation 核武器 program, 表示 所有选项都在考虑范围内. 国际谈判已达成 关键点.",CNN,"伊朗;美国",https://www.cnn.com/world/iran-us-nuclear-2026-03-16/,346,177,45
2026-03-23,15:42:38,"NATO allies discuss increased support for Ukraine","北约盟国讨论增加支持 乌克兰","NATO defense ministers met to discuss increasing military support for Ukraine amid ongoing conflict with Russia. Several new aid packages were announced.","北约 国防部长开会 讨论增加军事支持 乌克兰 在持续冲突中 俄罗斯. 宣布了新的援助计划.",Al Jazeera,"乌克兰;俄罗斯;美国;欧洲",https://www.aljazeera.com/news/nato-ukraine-support-2026-03-16/,8,65,69
2026-03-23,15:42:38,"Russian military announces new offensive in Donbas","俄罗斯军方宣布新攻势 顿巴斯","Russian military officials announced a new offensive operation in the Donbas region. Ukrainian forces are preparing defensive positions.","俄罗斯 军事 官员 宣布 新 攻势 行动 顿巴斯 地区. 乌克兰军队正在准备 防御阵地.",Reuters,"俄罗斯;美国",https://www.reuters.com/world/europe/russia-donbas-offensive-2026-03-16/,340,106,45
