日期,时间,标题,标题(中文),摘要,摘要(中文),来源,标签,链接,点赞,分享,评论
2026-03-27,13:09:15,"France calls IOC sex testing a ‘step backwards’ while Trump praises move","France calls IOC sex testing ‘step backwards’ while Trump praises move","","",Al Jazeera,"美国",https://www.aljazeera.com/news,282,5,31
2026-03-27,13:09:15,"‘We will no longer stand by’: Austria plans social media ban for under-14s","‘We will no longer stand ’: Austria plans social media ban under-14s","","",Al Jazeera,"美国",https://www.aljazeera.com/news,500,146,125
2026-03-27,13:09:15,"The Take: How close is the US to a quagmire in Iran?","Take: How close 美国 quagmire 伊朗?","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,327,240,1
2026-03-27,13:09:15,"Yemenis fear economic consequences of being dragged into US-Iran conflict","Yemenis fear economic consequences of being dragged into 美国-伊朗 冲突","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,589,42,23
2026-03-27,13:09:15,"Nepal’s youngest premier sworn in after releasing new rap song about unity","Nepal’s youngest premier sworn after releasing 新 rap song about unity","","",Al Jazeera,"其他",https://www.aljazeera.com/news,0,261,109
2026-03-27,14:08:29,"It is the secretary of state's first foreign trip since the conflict began last month.","It secretary of state's first foreign trip since 冲突 began last month.","","",BBC,"其他",https://www.bbc.com/news/world,473,375,182
2026-03-27,14:08:29,"Trump's pause on attacking Iranian energy - for diplomacy or escalation?","Trump's pause attacking 伊朗 energy - diplomacy 或 escalation?","","",BBC,"伊朗;美国",https://www.bbc.com/news/world,153,22,5
2026-03-27,14:08:43,"Saudi, UAE, Iraq: Can three pipelines help oil escape Strait of Hormuz?","Saudi, UAE, Iraq: Can three pipelines help oil escape Strait of Hormuz?","","",Al Jazeera,"其他",https://www.aljazeera.com/news,714,130,130
2026-03-27,14:08:43,"Qatari PM and US officials discuss strategic ties amid Iran war","Qatari PM 和 美国 官员 discuss strategic ties amid 伊朗 战争","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,270,217,46
2026-03-27,15:08:30,"Austria plans social media ban for under-14s","Austria plans social media ban under-14s","","",BBC,"美国",https://www.bbc.com/news/world,5,263,146
2026-03-27,15:08:30,"The move follows similar steps in other European countries, including France and Spain.","move follows similar steps other 欧洲 countries, including France 和 Spain.","","",BBC,"欧洲",https://www.bbc.com/news/world,504,229,141
2026-03-27,15:08:30,"Is Trump's pause on attacking Iranian energy for diplomacy or an escalation?","Trump's pause attacking 伊朗 energy diplomacy 或 escalation?","","",BBC,"伊朗;美国",https://www.bbc.com/news/world,544,310,152
2026-03-27,15:09:07,"Nixon to Trump: Pakistan’s long record as backchannel between rival powers","Nixon Trump: Pakistan’s long record 作为 backchannel between rival powers","","",Al Jazeera,"美国",https://www.aljazeera.com/news,495,297,104
2026-03-27,15:09:07,"Norway to add more than $11bn to defence budget over 10 years","Norway add more than $11bn defence budget over 10 years","","",Al Jazeera,"其他",https://www.aljazeera.com/news,452,174,92
2026-03-27,15:09:07,"‘Raising 10 red flags’: Is Israel’s army exhausted?","‘Raising 10 red flags’: 以色列’s 军队 exhausted?","","",Al Jazeera,"以色列;美国",https://www.aljazeera.com/news,28,256,138
2026-03-27,16:09:03,"Ukraine says Russian forces advance on eastern front","乌克兰称俄罗斯军队在东部前线推进","Ukrainian military officials reported continued Russian advances in the eastern Donbas region, with heavy fighting around Avdiivka and Bakhmut. The situation remains tense as both sides continue to deploy troops.","乌克兰 军事官员报道 俄罗斯持续推进 东部顿巴斯地区, 激战 阿夫季夫卡 和 巴赫穆特. 局势仍然紧张 作为 双方继续部署军队.",Reuters,"乌克兰;俄罗斯;美国",https://www.reuters.com/world/europe/ukraine-says-russian-forces-advance-eastern-front-2026-03-16/,798,16,37
2026-03-27,16:09:03,"Israel conducts airstrikes in Gaza after rocket fire","以色列在加沙发动空袭 火箭弹袭击后","The Israeli military carried out airstrikes in Gaza overnight following rocket attacks from Palestinian militants. The exchange marks another escalation in the long-standing conflict.","以色列 军事 执行 空袭 加沙 连夜 在...之后 火箭弹 袭击 巴勒斯坦武装分子. 这次交火标志着又一次升级 长期冲突.",BBC,"以色列;哈马斯",https://www.bbc.com/news/middle-east/israel-gaza-strikes-2026-03-16/,690,234,2
2026-03-27,16:09:03,"US warns Iran over nuclear program escalation","美国就核计划警告伊朗 escalation","The United States has warned Iran against further escalation of its nuclear program, saying all options remain on the table. International negotiations have reached a critical point.","美国 warned 伊朗 反对 进一步 escalation 核武器 program, 表示 所有选项都在考虑范围内. 国际谈判已达成 关键点.",CNN,"伊朗;美国",https://www.cnn.com/world/iran-us-nuclear-2026-03-16/,427,114,22
2026-03-27,16:09:03,"NATO allies discuss increased support for Ukraine","北约盟国讨论增加支持 乌克兰","NATO defense ministers met to discuss increasing military support for Ukraine amid ongoing conflict with Russia. Several new aid packages were announced.","北约 国防部长开会 讨论增加军事支持 乌克兰 在持续冲突中 俄罗斯. 宣布了新的援助计划.",Al Jazeera,"乌克兰;俄罗斯;美国;欧洲",https://www.aljazeera.com/news/nato-ukraine-support-2026-03-16/,170,44,32
2026-03-27,16:09:03,"Russian military announces new offensive in Donbas","俄罗斯军方宣布新攻势 顿巴斯","Russian military officials announced a new offensive operation in the Donbas region. Ukrainian forces are preparing defensive positions.","俄罗斯 军事 官员 宣布 新 攻势 行动 顿巴斯 地区. 乌克兰军队正在准备 防御阵地.",Reuters,"俄罗斯;美国",https://www.reuters.com/world/europe/russia-donbas-offensive-2026-03-16/,168,104,63
2026-03-27,21:32:32,"Iran claims US-Israeli strikes targeting civilian sites as Rubio expects war to end 'in weeks, not months'","伊朗 claims 美国-以色列 strikes targeting civilian sites 作为 Rubio expects 战争 end ' weeks, not months'","","",BBC,"以色列;伊朗;美国",https://www.bbc.com/news/world,371,147,76
2026-03-27,21:32:32,"The secretary of state says the US can achieve its goals in Iran without deploying ground troops, as G7 ministers call for the reopening of the Strait of Hormuz.","secretary of state 表示 美国 can achieve its goals 伊朗 deploying ground 部队, 作为 G7 ministers call reopening Strait of Hormuz.","","",BBC,"伊朗;美国",https://www.bbc.com/news/world,68,367,62
2026-03-27,21:32:32,"Iran-backed hackers breach FBI director Kash Patel's personal emails","伊朗-backed hackers breach FBI director Kash Patel's personal emails","","",BBC,"伊朗",https://www.bbc.com/news/world,41,104,149
2026-03-27,21:32:32,"Two Cuba-bound aid ships missing after leaving Mexico","Two Cuba-bound aid ships missing after leaving Mexico","","",BBC,"其他",https://www.bbc.com/news/world,269,229,189
2026-03-27,21:32:32,"Mexico's navy launches a rescue mission for ships delivering aid to Cuba, strained by food and fuel shortages amid a US embargo.","Mexico's navy launches rescue mission ships delivering aid Cuba, strained food 和 fuel shortages amid 美国 embargo.","","",BBC,"美国",https://www.bbc.com/news/world,555,172,77
2026-03-27,21:32:32,"Trump orders paycheques for TSA workers as Congress stalls and airport chaos grinds on","Trump orders paycheques TSA workers 作为 Congress stalls 和 airport chaos grinds","","",BBC,"美国",https://www.bbc.com/news/world,595,351,52
2026-03-27,21:32:32,"The late-night vote was a step towards bringing the 40-day partial shutdown - and long security lines at US airports - to an end.","late-night vote step towards bringing 40-day partial shutdown - 和 long 安全 lines 美国 airports - end.","","",BBC,"美国",https://www.bbc.com/news/world,619,112,57
2026-03-27,21:32:32,"Woods charged with driving under influence after crash","Woods charged driving under influence after crash","","",BBC,"其他",https://www.bbc.com/news/world,479,416,193
2026-03-27,21:32:42,"US's Rubio says war to end in 'weeks', troops on the ground not needed","美国's Rubio 表示 战争 end 'weeks', 部队 ground not needed","","",Al Jazeera,"美国",https://www.aljazeera.com/news,439,213,59
2026-03-27,21:32:42,"Iran vows to extract 'heavy price' for Israeli attacks on infrastructure","伊朗 vows extract 'heavy price' 以色列 袭击 infrastructure","","",Al Jazeera,"以色列;伊朗",https://www.aljazeera.com/news,399,292,18
2026-03-27,21:32:42,"Israel carries out strikes on two Iranian nuclear facilities, two steel plants","以色列 carries out strikes two 伊朗 核武器 facilities, two steel plants","","",Al Jazeera,"以色列;伊朗",https://www.aljazeera.com/news,651,283,58
2026-03-27,21:32:42,"Mexico’s navy searches for two missing boats involved in Cuba aid convoy","Mexico’s navy searches two missing boats involved Cuba aid convoy","","",Al Jazeera,"其他",https://www.aljazeera.com/news,441,1,130
2026-03-27,21:32:42,"Israel launches strikes on nuclear sites as Iran warns of retaliation","以色列 launches strikes 核武器 sites 作为 伊朗 warns of retaliation","","",Al Jazeera,"以色列;伊朗",https://www.aljazeera.com/news,63,138,35
2026-03-27,21:32:42,"How important are the Gulf economies to the world?","How important Gulf economies world?","","",Al Jazeera,"其他",https://www.aljazeera.com/news,198,277,26
2026-03-27,21:32:42,"House Republicans shoot down bill that would pay federal airport workers","House Republicans shoot down bill that would pay federal airport workers","","",Al Jazeera,"美国",https://www.aljazeera.com/news,12,111,31
2026-03-27,21:32:42,"US Palestinian activist says FBI foiled assassination plot against her","美国 巴勒斯坦 activist 表示 FBI foiled assassination plot 反对 her","","",Al Jazeera,"哈马斯;美国",https://www.aljazeera.com/news,532,359,109
2026-03-27,21:32:42,"Canada’s Bill C-12 an ‘attack on refugee, migrant rights’: Advoca","Canada’s Bill C-12 ‘攻击 refugee, migrant rights’: Advoca","","",Al Jazeera,"其他",https://www.aljazeera.com/news,631,276,62
2026-03-27,22:34:06,"US envoy 'hopeful' for meetings with Iran 'this week', as Tehran says Israel hit nuclear sites","美国 envoy 'hopeful' meetings 伊朗 'this week', 作为 德黑兰 表示 以色列 hit 核武器 sites","","",BBC,"以色列;伊朗;美国",https://www.bbc.com/news/world,46,334,111
2026-03-27,22:34:06,"Earlier, US Secretary of State Marco Rubio said he expects the war will be over "in weeks, not months".","Earlier, 美国 Secretary of State Marco Rubio 表示 he expects 战争 will be over " weeks, not months".","","",BBC,"美国",https://www.bbc.com/news/world,105,260,2
2026-03-27,22:34:06,"Tiger Woods charged with driving under influence after crash","Tiger Woods charged driving under influence after crash","","",BBC,"其他",https://www.bbc.com/news/world,480,63,130
2026-03-27,22:34:06,"Rubio says US expects to finish Iran war 'in next couple of weeks'","Rubio 表示 美国 expects finish 伊朗 战争 ' next couple of weeks'","","",BBC,"伊朗;美国",https://www.bbc.com/news/world,935,218,180
2026-03-27,22:34:16,"Guns in the streets as US, Israel intensify month-long attacks across Iran","Guns streets 作为 美国, 以色列 intensify month-long 袭击 across 伊朗","","",Al Jazeera,"以色列;伊朗;美国",https://www.aljazeera.com/news,122,392,138
2026-03-27,22:34:16,"US Palestinian activist says FBI foiled assassination plot ag","美国 巴勒斯坦 activist 表示 FBI foiled assassination plot ag","","",Al Jazeera,"哈马斯;美国",https://www.aljazeera.com/news,146,83,18
