日期,时间,标题,标题(中文),摘要,摘要(中文),来源,标签,链接,点赞,分享,评论
2026-03-20,03:01:04,"Morocco says stripping Senegal of AFCON win ‘upholds rights and integrity’","Morocco 表示 stripping Senegal of AFCON win ‘upholds rights 和 integrity’","","",Al Jazeera,"其他",https://www.aljazeera.com/news,404,146,105
2026-03-20,13:47:45,"Iran says it has warned UK that allowing US to use British bases is 'participation in aggression'","伊朗 表示 it warned UK that allowing 美国 use British bases 'participation aggression'","","",BBC,"伊朗;美国",https://www.bbc.com/news/world,835,201,128
2026-03-20,13:47:45,"The UK says it is "not getting drawn into the wider war" after Iran's foreign minister said he had called his British counterpart.","UK 表示 it "not getting drawn into wider 战争" after 伊朗's foreign 部长 表示 he called his British counterpart.","","",BBC,"伊朗",https://www.bbc.com/news/world,173,182,20
2026-03-20,13:47:45,"Russia, China and the US – the global winners and losers of the Iran war","俄罗斯, China 和 美国 – global winners 和 losers 伊朗 战争","","",BBC,"俄罗斯;伊朗;美国",https://www.bbc.com/news/world,23,208,42
2026-03-20,13:47:45,"BTS return from military service - but does their album live up to the hype?","BTS return 军事 service - but does their album live up hype?","","",BBC,"其他",https://www.bbc.com/news/world,344,249,96
2026-03-20,13:47:45,"The band's 10th album sees them return to the rebellious, rap-heavy sound of their early days.","band's 10th album sees them return rebellious, rap-heavy sound of their early days.","","",BBC,"美国",https://www.bbc.com/news/world,480,161,187
2026-03-20,13:47:45,"Mexican teen dies while being held in US immigration custody","Mexican teen dies while being held 美国 immigration custody","","",BBC,"美国",https://www.bbc.com/news/world,506,416,7
2026-03-20,13:47:45,"Royer Perez-Jimenez died amid a surge of migrant deaths under Donald Trump's immigration crackdown.","Royer Perez-Jimenez died amid surge of migrant deaths under Donald Trump's immigration crackdown.","","",BBC,"美国",https://www.bbc.com/news/world,8,4,101
2026-03-20,13:47:45,"Norway's crown princess breaks silence on Epstein links: 'I was manipulated and deceived'","Norway's crown princess breaks silence Epstein links: 'I manipulated 和 deceived'","","",BBC,"其他",https://www.bbc.com/news/world,76,256,54
2026-03-20,13:47:45,"Hungary's Orbán accused of disloyalty and blackmail over Ukraine loan veto","Hungary's Orbán accused of disloyalty 和 blackmail over 乌克兰 loan veto","","",BBC,"乌克兰;美国",https://www.bbc.com/news/world,871,378,61
2026-03-20,13:47:45,"Trump makes Pearl Harbor remark in meeting with Japan's PM","Trump makes Pearl Harbor remark meeting Japan's PM","","",BBC,"美国",https://www.bbc.com/news/world,635,29,196
2026-03-20,13:48:00,"Switzerland halts weapons exports to US due to Iran war","Switzerland halts weapons exports 美国 due 伊朗 战争","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,64,254,88
2026-03-20,13:48:00,"Millions across Middle East celebrate Eid under threat of war","Millions across 中东 celebrate Eid under threat of 战争","","",Al Jazeera,"中东",https://www.aljazeera.com/news,578,184,48
2026-03-20,13:48:00,"IRGC confirms spokesman killed in US-Israel attack","IRGC confirms spokesman killed 美国-以色列 攻击","","",Al Jazeera,"以色列;美国",https://www.aljazeera.com/news,127,127,126
2026-03-20,13:48:00,"Iran’s IRGC says spokesman Ali Mohammad Naini killed in US-Israeli attack","伊朗’s IRGC 表示 spokesman Ali Mohammad Naini killed 美国-以色列 攻击","","",Al Jazeera,"以色列;伊朗;美国",https://www.aljazeera.com/news,176,117,146
2026-03-20,13:48:00,"World Cup security concerns grow in US as funding stalls","World Cup 安全 concerns grow 美国 作为 funding stalls","","",Al Jazeera,"美国",https://www.aljazeera.com/news,723,156,136
2026-03-20,13:48:00,"Slovenia heads to polls with diverging views on Israel in focus","Slovenia heads polls diverging views 以色列 focus","","",Al Jazeera,"以色列;美国",https://www.aljazeera.com/news,641,77,46
2026-03-20,13:48:00,"Israel says it hit Syrian army camps in the south after Druze ‘attacked’","以色列 表示 it hit Syrian 军队 camps south after Druze ‘attacked’","","",Al Jazeera,"以色列",https://www.aljazeera.com/news,157,319,108
2026-03-20,13:48:00,"Refugee Council questions Australia’s Iran strategy at Women’s Asian Cup","Refugee Council questions Australia’s 伊朗 strategy Women’s Asian Cup","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,526,95,62
2026-03-20,13:48:00,"Iran developing a ‘vetting system’ for Strait of Hormuz transit: Report","伊朗 developing ‘vetting system’ Strait of Hormuz transit: Report","","",Al Jazeera,"伊朗",https://www.aljazeera.com/news,370,65,135
2026-03-20,14:49:55,"Trump calls Nato allies 'cowards', saying it would be 'easy' for them to help open Strait of Hormuz","Trump calls 北约 allies 'cowards', 表示 it would be 'easy' them help open Strait of Hormuz","","",BBC,"美国;欧洲",https://www.bbc.com/news/world,86,36,25
2026-03-20,14:49:55,"The Strait of Hormuz is effectively closed, with Iran having targeted oil tankers in the area since the war began.","Strait of Hormuz effectively closed, 伊朗 having targeted oil tankers 地区 since 战争 began.","","",BBC,"伊朗",https://www.bbc.com/news/world,422,26,197
2026-03-20,14:49:55,"The Hungarian leader says a pipeline carrying Russian oil through Ukraine to Hungary must be repaired before any funds can be released.","Hungarian leader 表示 pipeline carrying 俄罗斯 oil through 乌克兰 Hungary must be repaired before any funds can be released.","","",BBC,"乌克兰;俄罗斯;美国",https://www.bbc.com/news/world,595,470,158
2026-03-20,14:49:55,"Norway's crown princess breaks silence, claiming she was 'manipulated and deceived' by Epstein","Norway's crown princess breaks silence, claiming she 'manipulated 和 deceived' Epstein","","",BBC,"其他",https://www.bbc.com/news/world,454,384,130
2026-03-20,14:49:55,"Leading anti‑racism activist in Tunisia jailed","Leading anti‑racism activist Tunisia jailed","","",BBC,"其他",https://www.bbc.com/news/world,307,192,199
2026-03-20,14:50:07,"Trump calls NATO allies 'cowards' over alleged lack of support for war","Trump calls 北约 allies 'cowards' over alleged lack of support 战争","","",Al Jazeera,"美国;欧洲",https://www.aljazeera.com/news,698,258,121
2026-03-20,14:50:07,"The Take: Will Europe be pulled into the Iran war?","Take: Will 欧洲 be pulled into 伊朗 战争?","","",Al Jazeera,"伊朗;欧洲",https://www.aljazeera.com/news,787,325,23
2026-03-20,14:50:07,"Who are the Gulf’s military allies, and how are they helping in Iran war?","Who Gulf’s 军事 allies, 和 how they helping 伊朗 战争?","","",Al Jazeera,"伊朗",https://www.aljazeera.com/news,300,99,123
