日期,时间,标题,标题(中文),摘要,摘要(中文),来源,标签,链接,点赞,分享,评论
2026-04-11,12:24:55,"Ukraine says Russian forces advance on eastern front","乌克兰称俄罗斯军队在东部前线推进","Ukrainian military officials reported continued Russian advances in the eastern Donbas region, with heavy fighting around Avdiivka and Bakhmut. The situation remains tense as both sides continue to deploy troops.","乌克兰 军事官员报道 俄罗斯持续推进 东部顿巴斯地区, 激战 阿夫季夫卡 和 巴赫穆特. 局势仍然紧张 作为 双方继续部署军队.",Reuters,"乌克兰;俄罗斯;美国",https://www.reuters.com/world/europe/ukraine-says-russian-forces-advance-eastern-front-2026-03-16/,327,176,140
2026-04-11,12:24:55,"Israel conducts airstrikes in Gaza after rocket fire","以色列在加沙发动空袭 火箭弹袭击后","The Israeli military carried out airstrikes in Gaza overnight following rocket attacks from Palestinian militants. The exchange marks another escalation in the long-standing conflict.","以色列 军事 执行 空袭 加沙 连夜 在...之后 火箭弹 袭击 巴勒斯坦武装分子. 这次交火标志着又一次升级 长期冲突.",BBC,"以色列;哈马斯",https://www.bbc.com/news/middle-east/israel-gaza-strikes-2026-03-16/,415,97,17
2026-04-11,12:24:55,"US warns Iran over nuclear program escalation","美国就核计划警告伊朗 escalation","The United States has warned Iran against further escalation of its nuclear program, saying all options remain on the table. International negotiations have reached a critical point.","美国 warned 伊朗 反对 进一步 escalation 核武器 program, 表示 所有选项都在考虑范围内. 国际谈判已达成 关键点.",CNN,"伊朗;美国",https://www.cnn.com/world/iran-us-nuclear-2026-03-16/,460,142,27
2026-04-11,12:24:55,"NATO allies discuss increased support for Ukraine","北约盟国讨论增加支持 乌克兰","NATO defense ministers met to discuss increasing military support for Ukraine amid ongoing conflict with Russia. Several new aid packages were announced.","北约 国防部长开会 讨论增加军事支持 乌克兰 在持续冲突中 俄罗斯. 宣布了新的援助计划.",Al Jazeera,"乌克兰;俄罗斯;美国;欧洲",https://www.aljazeera.com/news/nato-ukraine-support-2026-03-16/,38,215,8
2026-04-11,12:24:55,"Russian military announces new offensive in Donbas","俄罗斯军方宣布新攻势 顿巴斯","Russian military officials announced a new offensive operation in the Donbas region. Ukrainian forces are preparing defensive positions.","俄罗斯 军事 官员 宣布 新 攻势 行动 顿巴斯 地区. 乌克兰军队正在准备 防御阵地.",Reuters,"俄罗斯;美国",https://www.reuters.com/world/europe/russia-donbas-offensive-2026-03-16/,59,150,50
2026-04-11,13:24:14,"US-Iran peace talks begin in Islamabad through Pakistani mediators","美国-伊朗 peace talks begin Islamabad through Pakistani mediators","","",BBC,"伊朗;美国",https://www.bbc.com/news/world,829,326,94
2026-04-11,13:24:14,"Details of the negotiations remain scarce so far, but talks are being carried out indirectly for now.","Details 谈判 remain scarce so far, but talks being 执行 indirectly now.","","",BBC,"其他",https://www.bbc.com/news/world,919,261,193
2026-04-11,13:24:14,"Artemis crew home safely after completing historic mission to the Moon","Artemis crew home safely after completing historic mission Moon","","",BBC,"其他",https://www.bbc.com/news/world,405,363,165
2026-04-11,13:24:14,"Trump administration unveils 250-foot 'Triumphal Arch' design","Trump administration unveils 250-foot 'Triumphal Arch' design","","",BBC,"美国",https://www.bbc.com/news/world,622,434,153
2026-04-11,13:24:14,"The new arch, if approved, would be taller than the US Capitol building and the Lincoln Memorial.","新 arch, if approved, would be taller than 美国 Capitol building 和 Lincoln Memorial.","","",BBC,"美国",https://www.bbc.com/news/world,861,164,70
2026-04-11,14:24:13,"US and Iran in direct peace talks with Pakistan on ending Middle East conflict","美国 和 伊朗 direct peace talks Pakistan ending 中东 冲突","","",BBC,"伊朗;美国;中东",https://www.bbc.com/news/world,143,403,73
2026-04-11,14:24:13,"Details of the negotiations remain scarce so far, but sources tell the BBC trilateral talks are under way in Islamabad.","Details 谈判 remain scarce so far, but sources tell BBC trilateral talks under way Islamabad.","","",BBC,"其他",https://www.bbc.com/news/world,902,444,62
2026-04-11,14:24:13,"Irish police push back fuel protesters at oil refinery","Irish police push back fuel protesters oil refinery","","",BBC,"美国",https://www.bbc.com/news/world,410,76,62
2026-04-11,14:24:13,"Demonstrations due to high prices caused by the US-Israeli war against Iran are affecting traffic on several roads.","Demonstrations due high prices caused 美国-以色列 战争 反对 伊朗 affecting traffic several roads.","","",BBC,"以色列;伊朗;美国",https://www.bbc.com/news/world,928,137,92
2026-04-11,14:24:54,"Arsenal shocked by Bournemouth, offering Man City Premier League lifeline","Arsenal shocked Bournemouth, offering Man City Premier League lifeline","","",Al Jazeera,"其他",https://www.aljazeera.com/news,349,204,103
2026-04-11,14:24:54,"US-Iran talks on ending war begin in Pakistan","美国-伊朗 talks ending 战争 begin Pakistan","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,596,346,141
2026-04-11,14:24:54,"Libya approves first unified budget in more than a decade","Libya approves first unified budget more than decade","","",Al Jazeera,"其他",https://www.aljazeera.com/news,454,398,83
2026-04-11,14:24:54,"Makeshift Gaza university offers chance to resurrect academic studies","Makeshift 加沙 university offers chance resurrect academic studies","","",Al Jazeera,"哈马斯",https://www.aljazeera.com/news,758,290,39
2026-04-11,14:24:54,"Hungary’s Viktor Orban struggling for political survival ahead of vote","Hungary’s Viktor Orban struggling political survival ahead of vote","","",Al Jazeera,"其他",https://www.aljazeera.com/news,675,304,122
2026-04-11,15:24:42,"Police begin arrests at UK protest against Palestine Action ban","Police begin arrests UK protest 反对 Palestine Action ban","","",Al Jazeera,"其他",https://www.aljazeera.com/news,732,249,36
