日期,时间,标题,标题(中文),摘要,摘要(中文),来源,标签,链接,点赞,分享,评论
2026-04-12,05:16:34,"Iran must not charge tolls in Strait of Hormuz, UN maritime chief says","伊朗 must not charge tolls Strait of Hormuz, UN maritime chief 表示","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,525,189,138
2026-04-12,05:16:34,"Yamal scores and sets up two by Ferran","Yamal scores 和 sets up two Ferran","","",Al Jazeera,"其他",https://www.aljazeera.com/news,620,195,41
2026-04-12,06:16:49,"Iran-US peace talks fail to reach deal as Washington issues 'final offer'","伊朗-美国 peace talks fail reach deal 作为 Washington issues 'final offer'","","",BBC,"伊朗;美国",https://www.bbc.com/news/world,189,365,115
2026-04-12,06:16:49,"Vice-President JD Vance says Tehran did not accept Washington's terms, as Iran's foreign minister calls on US to hold back from making "excessive demands".","Vice-总统 JD Vance 表示 德黑兰 did not accept Washington's terms, 作为 伊朗's foreign 部长 calls 美国 hold back making "excessive demands".","","",BBC,"伊朗;美国",https://www.bbc.com/news/world,513,50,47
2026-04-12,06:16:49,"Germany's far-right AfD adopts 'radical' manifesto ahead of key polls","Germany's far-right AfD adopts 'radical' manifesto ahead of key polls","","",BBC,"其他",https://www.bbc.com/news/world,677,56,186
2026-04-12,06:16:49,"The far-right party is riding high in the opinion polls in the eastern state of Saxony-Anhalt.","far-right party riding high opinion polls 东部 state of Saxony-Anhalt.","","",BBC,"其他",https://www.bbc.com/news/world,12,119,166
2026-04-12,06:16:49,"'We need real peace': Easter truce fails to lift grim mood in war-torn Ukraine","'We need real peace': Easter truce fails lift grim mood 战争-torn 乌克兰","","",BBC,"乌克兰",https://www.bbc.com/news/world,954,76,20
2026-04-12,06:16:49,"Prosecutor probes abuse claims against California governor candidate Swalwell","Prosecutor probes abuse claims 反对 California governor candidate Swalwell","","",BBC,"美国",https://www.bbc.com/news/world,897,488,100
2026-04-12,06:17:36,"US and Iran fail to reach peace deal after marathon talks in Pakistan","美国 和 伊朗 fail reach peace deal after marathon talks Pakistan","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,547,198,93
2026-04-12,06:17:36,"Video Duration 00 minutes 47 seconds","Video Duration 00 minutes 47 seconds","","",Al Jazeera,"其他",https://www.aljazeera.com/news,274,102,134
2026-04-12,07:17:29,"Neymar has to prove his fitness for Brazil’s World Cup squad: Ancelotti","Neymar prove his fitness Brazil’s World Cup squad: Ancelotti","","",Al Jazeera,"其他",https://www.aljazeera.com/news,654,169,116
2026-04-12,07:17:29,"UFC 327: Ulberg wins light-heavyweight belt with knockout in front of Trump","UFC 327: Ulberg wins light-heavyweight belt knockout front of Trump","","",Al Jazeera,"美国",https://www.aljazeera.com/news,36,370,28
2026-04-12,07:17:29,"Hungarians vote as PM Orban faces toughest election challenge in years","Hungarians vote 作为 PM Orban faces toughest election challenge years","","",Al Jazeera,"其他",https://www.aljazeera.com/news,5,315,41
2026-04-12,07:17:29,"JD Vance leaves Islamabad after talks with Iran end without a deal","JD Vance leaves Islamabad after talks 伊朗 end deal","","",Al Jazeera,"伊朗",https://www.aljazeera.com/news,230,277,60
2026-04-12,08:16:34,"Hungarians vote on whether to end 16 years of Orbán rule and elect rival","Hungarians vote whether end 16 years of Orbán rule 和 elect rival","","",BBC,"其他",https://www.bbc.com/news/world,787,297,6
2026-04-12,08:16:34,"Many who support the president have expressed frustration with how Trump's former attorney general Pam Bondi handled the Epstein files.","Many who support 总统 expressed frustration how Trump's former attorney general Pam Bondi handled Epstein files.","","",BBC,"美国",https://www.bbc.com/news/world,992,133,36
2026-04-12,08:16:34,"At least 30 feared dead in crush at Haitian tourist site","least 30 feared dead crush Haitian tourist site","","",BBC,"美国",https://www.bbc.com/news/world,403,85,96
2026-04-12,08:16:34,"Prosecutor probes abuse claims against California gov","Prosecutor probes abuse claims 反对 California gov","","",BBC,"美国",https://www.bbc.com/news/world,824,202,48
2026-04-12,08:17:21,"US and Iran fail to reach deal after marathon talks in Pakistan","美国 和 伊朗 fail reach deal after marathon talks Pakistan","","",Al Jazeera,"伊朗;美国",https://www.aljazeera.com/news,353,22,96
2026-04-12,09:17:31,"Ukraine says Russian forces advance on eastern front","乌克兰称俄罗斯军队在东部前线推进","Ukrainian military officials reported continued Russian advances in the eastern Donbas region, with heavy fighting around Avdiivka and Bakhmut. The situation remains tense as both sides continue to deploy troops.","乌克兰 军事官员报道 俄罗斯持续推进 东部顿巴斯地区, 激战 阿夫季夫卡 和 巴赫穆特. 局势仍然紧张 作为 双方继续部署军队.",Reuters,"乌克兰;俄罗斯;美国",https://www.reuters.com/world/europe/ukraine-says-russian-forces-advance-eastern-front-2026-03-16/,528,139,183
2026-04-12,09:17:31,"Israel conducts airstrikes in Gaza after rocket fire","以色列在加沙发动空袭 火箭弹袭击后","The Israeli military carried out airstrikes in Gaza overnight following rocket attacks from Palestinian militants. The exchange marks another escalation in the long-standing conflict.","以色列 军事 执行 空袭 加沙 连夜 在...之后 火箭弹 袭击 巴勒斯坦武装分子. 这次交火标志着又一次升级 长期冲突.",BBC,"以色列;哈马斯",https://www.bbc.com/news/middle-east/israel-gaza-strikes-2026-03-16/,790,135,56
2026-04-12,09:17:31,"US warns Iran over nuclear program escalation","美国就核计划警告伊朗 escalation","The United States has warned Iran against further escalation of its nuclear program, saying all options remain on the table. International negotiations have reached a critical point.","美国 warned 伊朗 反对 进一步 escalation 核武器 program, 表示 所有选项都在考虑范围内. 国际谈判已达成 关键点.",CNN,"伊朗;美国",https://www.cnn.com/world/iran-us-nuclear-2026-03-16/,141,112,22
2026-04-12,09:17:31,"NATO allies discuss increased support for Ukraine","北约盟国讨论增加支持 乌克兰","NATO defense ministers met to discuss increasing military support for Ukraine amid ongoing conflict with Russia. Several new aid packages were announced.","北约 国防部长开会 讨论增加军事支持 乌克兰 在持续冲突中 俄罗斯. 宣布了新的援助计划.",Al Jazeera,"乌克兰;俄罗斯;美国;欧洲",https://www.aljazeera.com/news/nato-ukraine-support-2026-03-16/,204,53,41
2026-04-12,09:17:31,"Russian military announces new offensive in Donbas","俄罗斯军方宣布新攻势 顿巴斯","Russian military officials announced a new offensive operation in the Donbas region. Ukrainian forces are preparing defensive positions.","俄罗斯 军事 官员 宣布 新 攻势 行动 顿巴斯 地区. 乌克兰军队正在准备 防御阵地.",Reuters,"俄罗斯;美国",https://www.reuters.com/world/europe/russia-donbas-offensive-2026-03-16/,156,159,37
